date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:34:19	87875/87875	---M-Z	200	added ('OK')	text/html	etag:%22338483588%22	https://www.fastfriendlyrepair.com/load-shifts	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/load-shifts.html	(from https://www.fastfriendlyrepair.com/)
06:34:20	109873/109873	---M-Z	200	added ('OK')	text/html	etag:%22-947094477%22	https://www.fastfriendlyrepair.com/rotator-wrecker	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/rotator-wrecker.html	(from https://www.fastfriendlyrepair.com/)
06:34:20	114113/114113	---M-Z	200	added ('OK')	text/html	etag:%22587965032%22	https://www.fastfriendlyrepair.com/shop-for-tires	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/shop-for-tires.html	(from https://www.fastfriendlyrepair.com/)
06:34:21	90305/90305	---M-Z	200	added ('OK')	text/html	etag:%221803007749%22	https://www.fastfriendlyrepair.com/custom-wheels	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/custom-wheels.html	(from https://www.fastfriendlyrepair.com/)
06:34:21	92309/92309	---M-Z	200	added ('OK')	text/html	etag:%22322766474%22	https://www.fastfriendlyrepair.com/financing	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/financing.html	(from https://www.fastfriendlyrepair.com/)
06:34:22	136580/136580	---M-Z	200	added ('OK')	text/html	etag:%22213213952%22	https://www.fastfriendlyrepair.com/about	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/about.html	(from https://www.fastfriendlyrepair.com/)
06:34:22	93792/93792	---M-Z	200	added ('OK')	text/html	etag:%22899300895%22	https://www.fastfriendlyrepair.com/join-the-team	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/join-the-team.html	(from https://www.fastfriendlyrepair.com/)
06:34:27	170962/170962	---M-Z	200	added ('OK')	text/html	etag:%22707848669%22	https://www.fastfriendlyrepair.com/gallery	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/gallery.html	(from https://www.fastfriendlyrepair.com/)
06:34:27	155076/155076	---M-Z	200	added ('OK')	text/html	etag:%22882766746%22	https://www.fastfriendlyrepair.com/contact	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/contact.html	(from https://www.fastfriendlyrepair.com/)
06:34:28	93756/93756	---M-Z	200	added ('OK')	text/html	etag:%22-760273520%22	https://www.fastfriendlyrepair.com/vehicle-release	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/vehicle-release.html	(from https://www.fastfriendlyrepair.com/)
06:34:28	9521/9521	---M--	200	added ('OK')	image/jpg	etag:%22e674dc6550ac8499a7174b7e45cc6352%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-1920w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-1920w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:28	7515/7515	---M--	200	added ('OK')	image/jpg	etag:%222918f87fe33e98fc1a1370fed705c003%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-201w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-201w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:28	134663/134663	---M--	200	added ('OK')	image/png	etag:%22c28b7eedd5d4c4f62dbb1b2011ad2df7%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/TornWhiter-a149beee-2304w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/TornWhiter-a149beee-2304w.png	(from https://www.fastfriendlyrepair.com/)
06:34:29	521084/521084	---M--	200	added ('OK')	image/png	etag:%22b5864d67be7a4d7cbde8cef7fa705d77%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/Screenshot-2023-07-24-110105-640w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/Screenshot-2023-07-24-110105-640w.png	(from https://www.fastfriendlyrepair.com/)
06:34:29	60348/60348	---M--	200	added ('OK')	image/jpeg	etag:%224e583b48184407b26df0ae34fb0bcfd1%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_635017695-2-84243fa5-640w.jpeg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_635017695-2-84243fa5-640w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:29	92189/92189	---M-Z	200	added ('OK')	text/html	etag:%221812841704%22	https://www.fastfriendlyrepair.com/service-list/diesel-engine	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/diesel-engine.html	(from https://www.fastfriendlyrepair.com/)
06:34:30	47510/47510	---M--	200	added ('OK')	image/jpeg	etag:%226392661bbf9d88cc8ecac2e8ac99c01b%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/DieselEngine-640w.jpeg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/DieselEngine-640w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:30	92677/92677	---M-Z	200	added ('OK')	text/html	etag:%22476960357%22	https://www.fastfriendlyrepair.com/service-list/diagnostics	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/diagnostics.html	(from https://www.fastfriendlyrepair.com/)
06:34:30	44509/44509	---M--	200	added ('OK')	image/jpg	etag:%22889d0715aa8856d38279a8df05ead268%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/Electric+Diagnostic-640w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/Electric+Diagnostic-640w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:31	92276/92276	---M-Z	200	added ('OK')	text/html	etag:%221851470000%22	https://www.fastfriendlyrepair.com/service-list/brakes	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/brakes.html	(from https://www.fastfriendlyrepair.com/)
06:34:31	42313/42313	---M--	200	added ('OK')	image/jpeg	etag:%22c5d278dfeaa27ab29a8fc231151f83c5%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_308327521-640w.jpeg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_308327521-640w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:31	21394/21394	---M--	200	added ('OK')	image/jpeg	etag:%2285fed3ad0c0cac0904f5f9f831ebc665%22	https://lirp.cdn-website.com/md/pexels/dms3rep/multi/opt/money-card-business-credit-card-50987-720w.jpeg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/md/pexels/dms3rep/multi/opt/money-card-business-credit-card-50987-720w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:31	83609/83609	---M--	200	added ('OK')	image/jpeg	etag:%22c513ce6ceed380380d639609fe8a12ff%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_203516669-720w.jpeg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_203516669-720w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:32	23342/23342	---M--	200	added ('OK')	image/png	etag:%2267395ea0d1a34137eaf741537edc3967%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AAA-logo-372w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AAA-logo-372w.png	(from https://www.fastfriendlyrepair.com/)
06:34:32	30519/30519	---M--	200	added ('OK')	image/png	etag:%22a89de6a2f4db163531ed7f7af0291b28%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_535665787-2fc9d1b8-963aa8f7-d372d2c3-2304w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/AdobeStock_535665787-2fc9d1b8-963aa8f7-d372d2c3-2304w.png	(from https://www.fastfriendlyrepair.com/)
06:34:32	9521/9521	---M--	200	added ('OK')	image/jpg	etag:%22e674dc6550ac8499a7174b7e45cc6352%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-352w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/306146253_519065463561363_1727607050829971241_n-ddb4fdde-352w.jpg	(from https://www.fastfriendlyrepair.com/)
06:34:32	21983/21983	---M--	200	added ('OK')	application/javascript	etag:%2278396bf1e7829550d743c857433e1b28%22	https://s3.amazonaws.com/amir-test-bucket/intersection-observer.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/s3.amazonaws.com/amir-test-bucket/intersection-observer.js	(from https://www.fastfriendlyrepair.com/)
06:34:33	169599/169599	---M-Z	200	added ('OK')	text/html	etag:%22-1212060060%22	https://www.fastfriendlyrepair.com/privacy	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/privacy.html	(from https://www.fastfriendlyrepair.com/)
06:34:33	2313/2313	---M--	200	added ('OK')	image/png	etag:%2249c698a8157957a92dbf313c3e70af3d%22	https://lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/ODM+O-57w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/8d8e069d/dms3rep/multi/opt/ODM+O-57w.png	(from https://www.fastfriendlyrepair.com/)
06:34:34	217204/217204	---MCZ	200	added ('OK')	text/css	etag:W/%2269fda5560be784b22e0870997196f909%22	https://static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/css/d-css-runtime-desktop-one-package-structured-global.min.css	(from https://www.fastfriendlyrepair.com/)
06:34:34	115456/115456	---MCZ	200	added ('OK')	text/css	etag:W/%2261b7bea882a532bf7bcdc3f90d7628b5%22	https://irp.cdn-website.com/WIDGET_CSS/047205a521e4447bedbe9984fbcb8c3a.css	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/irp.cdn-website.com/WIDGET_CSS/047205a521e4447bedbe9984fbcb8c3a.css	(from https://www.fastfriendlyrepair.com/)
06:34:34	311529/311529	---MCZ	200	added ('OK')	text/css	etag:W/%2217f9cd597262c42a1ca803ab1d6090cc%22	https://irp.cdn-website.com/8d8e069d/files/8d8e069d_withFlex_1.min.css?v=56	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/irp.cdn-website.com/8d8e069d/files/8d8e069d_withFlex_1.minfad9.css	(from https://www.fastfriendlyrepair.com/)
06:34:34	13015/13015	---MCZ	200	added ('OK')	text/css	etag:W/%22a066e6ff8458cb384b9827768ca2a2d3%22	https://irp.cdn-website.com/8d8e069d/files/8d8e069d_home_withFlex_1.min.css?v=56	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/irp.cdn-website.com/8d8e069d/files/8d8e069d_home_withFlex_1.minfad9.css	(from https://www.fastfriendlyrepair.com/)
06:34:35	87462/87462	---MCZ	200	added ('OK')	text/javascript	etag:W/%22e6c2415c0ace414e5153670314ce99a9%22	https://static.cdn-website.com/libs/jquery/jquery-3.7.0.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/static.cdn-website.com/libs/jquery/jquery-3.7.0.min.js	(from https://www.fastfriendlyrepair.com/)
06:34:35	0/0	---M--	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2010:34:35%20GMT	https://app.multiscreenstore.com/script.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/app.multiscreenstore.com/script.2b.delayed	(from https://www.fastfriendlyrepair.com/)
06:34:35	327787/327787	---MCZ	200	added ('OK')	application/javascript	etag:W/%224df5d30d21f3becb709279e05de5dc5c%22	https://static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/scripts/d-js-one-runtime-unified-desktop.min.js	(from https://www.fastfriendlyrepair.com/)
06:34:35	16088/16088	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be6419c839a1e14dac33c3504e737cbd%22	https://static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/scripts/d-js-jquery-migrate.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/static.cdn-website.com/mnlt/production/5724/_dm/s/rt/dist/scripts/d-js-jquery-migrate.min.js	(from https://www.fastfriendlyrepair.com/)
06:34:36	296218/296218	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Aug%202025%2009:00:00%20GMT	https://www.googletagmanager.com/gtm.js?id=GTM-MZSZX98T	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.googletagmanager.com/gtm8916.js	(from https://www.fastfriendlyrepair.com/)
06:34:36	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2010:34:36%20GMT	https://www.fastfriendlyrepair.com/path=/	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/path=/index.html	(from https://www.fastfriendlyrepair.com/)
06:34:40	50326/50326	---MCZ	200	added ('OK')	application/javascript	etag:W/%2281ff203c31c9a3e5c15c5a790eebb460%22	http://d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/d32hwlnfiv2gyn.cloudfront.net/sp-2.0.0-dm-0.1.min.js	(from https://www.fastfriendlyrepair.com/)
06:34:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2010:34:41%20GMT	http://cookieinfoscript.com/js/cookieinfo.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/cookieinfoscript.com/js/cookieinfo.min.30.delayed	(from https://www.fastfriendlyrepair.com/)
06:34:41	7651/7651	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22d15d93068c1121f63008407d339bd819%22	https://cookieinfoscript.com/js/cookieinfo.min.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/cookieinfoscript.com/js/cookieinfo.min.js	(from https://www.fastfriendlyrepair.com/)
06:34:41	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:42%20GMT	https://www.fastfriendlyrepair.com/a	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/a.32.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2010:34:42%20GMT	https://www.fastfriendlyrepair.com/signals/config/	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:42	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:42%20GMT	https://www.fastfriendlyrepair.com/POST	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/POST.33.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2010:34:42%20GMT	https://www.fastfriendlyrepair.com/signals/plugins/	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:42	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:43%20GMT	https://www.fastfriendlyrepair.com/b.resolvedLink	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/b.34.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:42	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2026%20Aug%202025%2010:34:43%20GMT	https://www.fastfriendlyrepair.com/schema.org/	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:43	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:43%20GMT	https://www.fastfriendlyrepair.com/d	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/d.35.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:43	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:44%20GMT	https://www.fastfriendlyrepair.com/signals/iwl.js	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/signals/iwl.36.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:44	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:44%20GMT	https://www.fastfriendlyrepair.com/signals/iwl.js?pixel_id=	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/signals/iwl.370fc5.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:44	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:45%20GMT	https://www.fastfriendlyrepair.com/c.dl	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/c.38.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:45	81518/81518	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202025%2010:34:45%20GMT	https://www.fastfriendlyrepair.com/c.rl	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/c.39.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
06:34:46	92068/92068	---M-Z	200	added ('OK')	text/html	etag:%22-617958696%22	https://www.fastfriendlyrepair.com/service-list/air-conditioning	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/air-conditioning.html	(from https://www.fastfriendlyrepair.com/services)
06:34:46	136542/136542	---M--	200	added ('OK')	image/png	etag:%2237671b100b46405ed66d0aacfc242b2d%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/AC-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/AC-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:46	92821/92821	---M-Z	200	added ('OK')	text/html	etag:%22-315066289%22	https://www.fastfriendlyrepair.com/service-list/battery-replacement	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/battery-replacement.html	(from https://www.fastfriendlyrepair.com/services)
06:34:47	140277/140277	---M--	200	added ('OK')	image/png	etag:%22f955ba17ed467b97f7bc2f73ed986f63%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/Battery-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/Battery-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:47	93620/93620	---M-Z	200	added ('OK')	text/html	etag:%221620765845%22	https://www.fastfriendlyrepair.com/service-list/belts-and-hoses	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/belts-and-hoses.html	(from https://www.fastfriendlyrepair.com/services)
06:34:47	39110/39110	---M--	200	added ('OK')	image/jpg	etag:%22909ceb2993ab3f19fc2c5baefc16306e%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/BELTSHOSES-480w.jpg	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/BELTSHOSES-480w.jpg	(from https://www.fastfriendlyrepair.com/services)
06:34:47	154561/154561	---M--	200	added ('OK')	image/png	etag:%2223f3ce986cb08ca1c05d15fae018dc7b%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/BRAKES2-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/BRAKES2-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:48	140005/140005	---M--	200	added ('OK')	image/png	etag:%223b11dc7ca5675358d18f53bd790e0914%22	https://lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CABINAIRFILTER-480w.png	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/lirp.cdn-website.com/01d35361/dms3rep/multi/opt/CABINAIRFILTER-480w.png	(from https://www.fastfriendlyrepair.com/services)
06:34:48	92665/92665	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202025%2010:34:49%20GMT	https://www.fastfriendlyrepair.com/service-list/cabin-air-filter	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/cabin-air-filter.html	(from https://www.fastfriendlyrepair.com/services)
06:34:49	92167/92167	---M-Z	200	added ('OK')	text/html	etag:%22873765214%22	https://www.fastfriendlyrepair.com/service-list/check-engine-light	C:/Users/xurst/Downloads/test%20trucking%20website%20or%20sum/FastFriendlyClone/www.fastfriendlyrepair.com/service-list/check-engine-light.html	(from https://www.fastfriendlyrepair.com/services)
